Монета,место где купить,место куда продать,прибыль,время
BTC,Binance,Kraken,0.55,10:07:50.500
ETH,Coinbase,Binance,0.06,10:07:50.500
SOL,Kraken,Coinbase,1.29,10:07:50.500
XRP,Bybit,Binance,0.04,10:07:50.500
BTC,Binance,Kraken,0.52,10:07:51.000
ETH,Coinbase,Binance,0.34,10:07:51.000
SOL,Kraken,Coinbase,1.19,10:07:51.000
XRP,Bybit,Binance,0.04,10:07:51.000
BTC,Binance,Kraken,0.08,10:07:51.500
ETH,Coinbase,Binance,0.18,10:07:51.500
SOL,Kraken,Coinbase,1.2,10:07:51.500
XRP,Bybit,Binance,0.07,10:07:51.500
BTC,Binance,Kraken,0.37,10:07:52.000
ETH,Coinbase,Binance,0.3,10:07:52.000
SOL,Kraken,Coinbase,1.09,10:07:52.000
XRP,Bybit,Binance,-0.01,10:07:52.000
BTC,Binance,Kraken,0.25,10:07:52.500
ETH,Coinbase,Binance,0.25,10:07:52.500
SOL,Kraken,Coinbase,1.18,10:07:52.500
XRP,Bybit,Binance,0.02,10:07:52.500
BTC,Binance,Kraken,0.25,10:07:53.000
ETH,Coinbase,Binance,-0.13,10:07:53.000
SOL,Kraken,Coinbase,1.22,10:07:53.000
XRP,Bybit,Binance,0.01,10:07:53.000
BTC,Binance,Kraken,-0.06,10:07:53.500
ETH,Coinbase,Binance,0.04,10:07:53.500
SOL,Kraken,Coinbase,1.2,10:07:53.500
XRP,Bybit,Binance,-0.01,10:07:53.500
BTC,Binance,Kraken,0.0,10:07:54.000
ETH,Coinbase,Binance,0.11,10:07:54.000
SOL,Kraken,Coinbase,1.16,10:07:54.000
XRP,Bybit,Binance,0.03,10:07:54.000
BTC,Binance,Kraken,-0.19,10:07:54.500
ETH,Coinbase,Binance,-0.11,10:07:54.500
SOL,Kraken,Coinbase,1.03,10:07:54.500
XRP,Bybit,Binance,0.0,10:07:54.500
BTC,Binance,Kraken,-0.08,10:07:55.000
ETH,Coinbase,Binance,-0.06,10:07:55.000
SOL,Kraken,Coinbase,1.04,10:07:55.000
XRP,Bybit,Binance,0.0,10:07:55.000
BTC,Binance,Kraken,0.18,10:07:55.500
ETH,Coinbase,Binance,-0.17,10:07:55.500
SOL,Kraken,Coinbase,1.0,10:07:55.500
XRP,Bybit,Binance,0.03,10:07:55.500
BTC,Binance,Kraken,0.01,10:07:56.000
ETH,Coinbase,Binance,-0.27,10:07:56.000
SOL,Kraken,Coinbase,1.21,10:07:56.000
XRP,Bybit,Binance,-0.01,10:07:56.000
BTC,Binance,Kraken,0.7,10:07:56.500
ETH,Coinbase,Binance,-0.05,10:07:56.500
SOL,Kraken,Coinbase,0.88,10:07:56.500
XRP,Bybit,Binance,0.02,10:07:56.500
BTC,Binance,Kraken,0.15,10:07:57.000
ETH,Coinbase,Binance,0.15,10:07:57.000
SOL,Kraken,Coinbase,1.22,10:07:57.000
XRP,Bybit,Binance,0.05,10:07:57.000
BTC,Binance,Kraken,0.26,10:07:57.500
ETH,Coinbase,Binance,0.39,10:07:57.500
SOL,Kraken,Coinbase,1.13,10:07:57.500
XRP,Bybit,Binance,-0.01,10:07:57.500
BTC,Binance,Kraken,0.65,10:07:58.000
ETH,Coinbase,Binance,-0.09,10:07:58.000
SOL,Kraken,Coinbase,0.8,10:07:58.000
XRP,Bybit,Binance,-0.01,10:07:58.000
BTC,Binance,Kraken,0.26,10:07:58.500
ETH,Coinbase,Binance,0.28,10:07:58.500
SOL,Kraken,Coinbase,1.12,10:07:58.500
XRP,Bybit,Binance,0.01,10:07:58.500
BTC,Binance,Kraken,0.06,10:07:59.000
ETH,Coinbase,Binance,-0.14,10:07:59.000
SOL,Kraken,Coinbase,0.8,10:07:59.000
XRP,Bybit,Binance,0.05,10:07:59.000
BTC,Binance,Kraken,0.5,10:07:59.500
ETH,Coinbase,Binance,-0.0,10:07:59.500
SOL,Kraken,Coinbase,1.25,10:07:59.500
XRP,Bybit,Binance,0.03,10:07:59.500
BTC,Binance,Kraken,0.21,10:08:00.000
ETH,Coinbase,Binance,0.27,10:08:00.000
SOL,Kraken,Coinbase,1.07,10:08:00.000
XRP,Bybit,Binance,0.06,10:08:00.000
BTC,Binance,Kraken,0.66,10:08:00.500
ETH,Coinbase,Binance,0.21,10:08:00.500
SOL,Kraken,Coinbase,1.12,10:08:00.500
XRP,Bybit,Binance,0.06,10:08:00.500
BTC,Binance,Kraken,0.16,10:08:01.000
ETH,Coinbase,Binance,0.18,10:08:01.000
SOL,Kraken,Coinbase,0.97,10:08:01.000
XRP,Bybit,Binance,0.04,10:08:01.000
BTC,Binance,Kraken,0.62,10:08:01.500
ETH,Coinbase,Binance,0.35,10:08:01.500
SOL,Kraken,Coinbase,1.0,10:08:01.500
XRP,Bybit,Binance,-0.01,10:08:01.500
BTC,Binance,Kraken,0.18,10:08:02.000
ETH,Coinbase,Binance,0.11,10:08:02.000
SOL,Kraken,Coinbase,1.21,10:08:02.000
XRP,Bybit,Binance,-0.01,10:08:02.000
BTC,Binance,Kraken,0.6,10:08:02.500
ETH,Coinbase,Binance,0.16,10:08:02.500
SOL,Kraken,Coinbase,1.21,10:08:02.500
XRP,Bybit,Binance,-0.0,10:08:02.500
BTC,Binance,Kraken,0.69,10:08:03.000
ETH,Coinbase,Binance,0.3,10:08:03.000
SOL,Kraken,Coinbase,1.22,10:08:03.000
XRP,Bybit,Binance,0.06,10:08:03.000
BTC,Binance,Kraken,0.36,10:08:03.500
ETH,Coinbase,Binance,-0.15,10:08:03.500
SOL,Kraken,Coinbase,0.88,10:08:03.500
XRP,Bybit,Binance,0.03,10:08:03.500
BTC,Binance,Kraken,0.21,10:08:04.000
ETH,Coinbase,Binance,-0.12,10:08:04.000
SOL,Kraken,Coinbase,1.03,10:08:04.000
XRP,Bybit,Binance,-0.01,10:08:04.000
BTC,Binance,Kraken,0.55,10:08:04.500
ETH,Coinbase,Binance,-0.16,10:08:04.500
SOL,Kraken,Coinbase,1.01,10:08:04.500
XRP,Bybit,Binance,-0.01,10:08:04.500
BTC,Binance,Kraken,-0.1,10:08:05.000
ETH,Coinbase,Binance,0.31,10:08:05.000
SOL,Kraken,Coinbase,0.87,10:08:05.000
XRP,Bybit,Binance,0.06,10:08:05.000
BTC,Binance,Kraken,0.61,10:08:05.500
ETH,Coinbase,Binance,-0.07,10:08:05.500
SOL,Kraken,Coinbase,1.06,10:08:05.500
XRP,Bybit,Binance,0.03,10:08:05.500
BTC,Binance,Kraken,-0.15,10:08:06.000
ETH,Coinbase,Binance,0.1,10:08:06.000
SOL,Kraken,Coinbase,1.1,10:08:06.000
XRP,Bybit,Binance,0.04,10:08:06.000
BTC,Binance,Kraken,0.13,10:08:06.500
ETH,Coinbase,Binance,0.01,10:08:06.500
SOL,Kraken,Coinbase,1.27,10:08:06.500
XRP,Bybit,Binance,-0.01,10:08:06.500
BTC,Binance,Kraken,0.19,10:08:07.000
ETH,Coinbase,Binance,-0.17,10:08:07.000
SOL,Kraken,Coinbase,1.25,10:08:07.000
XRP,Bybit,Binance,0.07,10:08:07.000
BTC,Binance,Kraken,0.16,10:08:07.500
ETH,Coinbase,Binance,0.12,10:08:07.500
SOL,Kraken,Coinbase,0.86,10:08:07.500
XRP,Bybit,Binance,-0.01,10:08:07.500
BTC,Binance,Kraken,-0.19,10:08:08.000
ETH,Coinbase,Binance,-0.06,10:08:08.000
SOL,Kraken,Coinbase,1.12,10:08:08.000
XRP,Bybit,Binance,0.05,10:08:08.000
BTC,Binance,Kraken,0.06,10:08:08.500
ETH,Coinbase,Binance,-0.23,10:08:08.500
SOL,Kraken,Coinbase,1.21,10:08:08.500
XRP,Bybit,Binance,0.05,10:08:08.500
BTC,Binance,Kraken,0.31,10:08:09.000
ETH,Coinbase,Binance,-0.2,10:08:09.000
SOL,Kraken,Coinbase,0.8,10:08:09.000
XRP,Bybit,Binance,-0.01,10:08:09.000
BTC,Binance,Kraken,0.19,10:08:09.500
ETH,Coinbase,Binance,0.35,10:08:09.500
SOL,Kraken,Coinbase,0.97,10:08:09.500
XRP,Bybit,Binance,0.03,10:08:09.500
BTC,Binance,Kraken,0.03,10:08:10.000
ETH,Coinbase,Binance,0.4,10:08:10.000
SOL,Kraken,Coinbase,0.98,10:08:10.000
XRP,Bybit,Binance,0.05,10:08:10.000
BTC,Binance,Kraken,0.24,10:08:10.500
ETH,Coinbase,Binance,0.24,10:08:10.500
SOL,Kraken,Coinbase,1.25,10:08:10.500
XRP,Bybit,Binance,-0.0,10:08:10.500
BTC,Binance,Kraken,0.18,10:08:11.000
ETH,Coinbase,Binance,0.27,10:08:11.000
SOL,Kraken,Coinbase,0.95,10:08:11.000
XRP,Bybit,Binance,0.07,10:08:11.000
BTC,Binance,Kraken,-0.13,10:08:11.500
ETH,Coinbase,Binance,-0.2,10:08:11.500
SOL,Kraken,Coinbase,0.8,10:08:11.500
XRP,Bybit,Binance,0.06,10:08:11.500
BTC,Binance,Kraken,0.7,10:08:12.000
ETH,Coinbase,Binance,0.33,10:08:12.000
SOL,Kraken,Coinbase,1.2,10:08:12.000
XRP,Bybit,Binance,0.04,10:08:12.000
BTC,Binance,Kraken,0.21,10:08:12.500
ETH,Coinbase,Binance,0.35,10:08:12.500
SOL,Kraken,Coinbase,1.02,10:08:12.500
XRP,Bybit,Binance,0.01,10:08:12.500
BTC,Binance,Kraken,0.61,10:08:13.000
ETH,Coinbase,Binance,-0.13,10:08:13.000
SOL,Kraken,Coinbase,1.11,10:08:13.000
XRP,Bybit,Binance,0.07,10:08:13.000
BTC,Binance,Kraken,0.68,10:08:13.500
ETH,Coinbase,Binance,-0.24,10:08:13.500
SOL,Kraken,Coinbase,1.06,10:08:13.500
XRP,Bybit,Binance,-0.02,10:08:13.500
BTC,Binance,Kraken,-0.15,10:08:14.000
ETH,Coinbase,Binance,0.22,10:08:14.000
SOL,Kraken,Coinbase,0.95,10:08:14.000
XRP,Bybit,Binance,-0.0,10:08:14.000
BTC,Binance,Kraken,0.63,10:08:14.500
ETH,Coinbase,Binance,-0.29,10:08:14.500
SOL,Kraken,Coinbase,1.01,10:08:14.500
XRP,Bybit,Binance,-0.01,10:08:14.500
BTC,Binance,Kraken,0.41,10:08:15.000
ETH,Coinbase,Binance,-0.0,10:08:15.000
SOL,Kraken,Coinbase,1.0,10:08:15.000
XRP,Bybit,Binance,0.05,10:08:15.000
BTC,Binance,Kraken,0.58,10:08:15.500
ETH,Coinbase,Binance,0.07,10:08:15.500
SOL,Kraken,Coinbase,0.93,10:08:15.500
XRP,Bybit,Binance,0.03,10:08:15.500
BTC,Binance,Kraken,0.12,10:08:16.000
ETH,Coinbase,Binance,0.2,10:08:16.000
SOL,Kraken,Coinbase,1.18,10:08:16.000
XRP,Bybit,Binance,0.03,10:08:16.000
BTC,Binance,Kraken,0.23,10:08:16.500
ETH,Coinbase,Binance,-0.28,10:08:16.500
SOL,Kraken,Coinbase,1.21,10:08:16.500
XRP,Bybit,Binance,0.01,10:08:16.500
BTC,Binance,Kraken,0.4,10:08:17.000
ETH,Coinbase,Binance,-0.01,10:08:17.000
SOL,Kraken,Coinbase,0.91,10:08:17.000
XRP,Bybit,Binance,0.05,10:08:17.000
BTC,Binance,Kraken,0.62,10:08:17.500
ETH,Coinbase,Binance,0.08,10:08:17.500
SOL,Kraken,Coinbase,0.94,10:08:17.500
XRP,Bybit,Binance,-0.02,10:08:17.500
BTC,Binance,Kraken,0.56,10:08:18.000
ETH,Coinbase,Binance,-0.11,10:08:18.000
SOL,Kraken,Coinbase,0.84,10:08:18.000
XRP,Bybit,Binance,0.03,10:08:18.000
BTC,Binance,Kraken,-0.02,10:08:18.500
ETH,Coinbase,Binance,0.14,10:08:18.500
SOL,Kraken,Coinbase,1.04,10:08:18.500
XRP,Bybit,Binance,0.03,10:08:18.500
BTC,Binance,Kraken,0.56,10:08:19.000
ETH,Coinbase,Binance,0.2,10:08:19.000
SOL,Kraken,Coinbase,1.01,10:08:19.000
XRP,Bybit,Binance,0.06,10:08:19.000
BTC,Binance,Kraken,0.35,10:08:19.500
ETH,Coinbase,Binance,-0.06,10:08:19.500
SOL,Kraken,Coinbase,1.21,10:08:19.500
XRP,Bybit,Binance,-0.01,10:08:19.500
